autor,titulo,poema,numero_total_estrofas,versos_por_estrofa,distribucion_silabas_estrofas,entropia_lexica_sust_adj
rafael alberti,los tres noes,"
Pastor que vas con tus cabras
cantando por los caminos,
¿ quieres darme una cabrita
para que juegue mi niño?

Muy contento se la diera
si el dueño de mi ganado,
señora, lo permitiera.

Aceitunero que estás
vareando los olivos,
¿ me das tres aceitunitas
para que juegue mi niño ?

Muy contento se las diera,
si el dueño del olivar,
señora, lo permitiera.

Ventero amigo, que estás
sentado en tu ventorrillo,
¿quiere darme una cunita
para que duerma mi niño?

Muy contento se la diera,
si hubiese sitio y el ama,
señora, lo permitiera.
",6,"[4, 3, 4, 3, 4, 3]","{1: [8, 9, 9, 8], 2: [8, 9, 8], 3: [7, 7, 8, 9], 4: [8, 8, 8], 5: [8, 9, 8, 8], 6: [8, 9, 8]}",3.8164027166443866
rafael alberti,madrigal al billete de tranvía,"
Adonde el viento, impávido, subleva
torres de luz contra la sangre mía,
tú, billete, flor nueva,
cortada en los balcones del tranvía.

Huyes, directa, rectamente liso,
en tu pétalo un nombre y un encuentro
latentes, a ese centro
cerrado y por cortar del compromiso.

Y no arde en ti la rosa, ni en ti priva
el finado clavel, si la violeta
contemporánea, viva,
del libro que viaja en la chaqueta.
",3,"[4, 4, 4]","{1: [12, 9, 7, 11], 2: [12, 13, 7, 12], 3: [14, 12, 7, 11]}",4.7004397181410935
rafael alberti,malva luna de hielo,"
            las floridas espaldas ya en la nieve,
            y los cabellos de marfil al viento.
            agua muerta en la sien, el pensamiento
            color halo de luna cuando llueve.

            ¡oh qué clamor bajo del seno breve;
            qué palma al aire el solitario aliento,
            qué témpano cogido al firmamento,
            el pie descalzo, que a morir se atreve!

            ¡brazos de mar, en cruz, sobre la helada
            bandeja de la noche; senos fríos,
            de donde surte, yerta, la alborada;

            oh piernas como dos celestes ríos,
            malva luna de hielo, amortajada
            bajo los mares de los ojos míos!
        ",4,"[4, 4, 3, 3]","{1: [12, 11, 11, 11], 2: [10, 13, 11, 12], 3: [14, 10, 12], 4: [11, 11, 10]}",5.171928094887364
rafael alberti,malva-luna-de-yelo,"
Las floridas espaldas ya en la nieve,
y los cabellos de marfil al viento.
Agua muerta en la sien, el pensamiento
color halo de luna cuando llueve.

¡Oh qué clamor bajo del seno breve;
qué palma al aire el solitario aliento,
qué témpano cogido al firmamento,
el pie descalzo, que a morir se atreve!

¡Brazos de mar, en cruz, sobre la helada
bandeja de la noche; senos fríos,
de donde surte, yerta, la alborada;

oh piernas como dos celestes ríos,
Malva-luna-de-yelo, amortajada
bajo las mares de los ojos míos!
",4,"[4, 4, 3, 3]","{1: [12, 11, 11, 11], 2: [10, 13, 11, 12], 3: [14, 10, 12], 4: [11, 14, 10]}",5.14266435554885
rafael alberti,marinero en tierra,"
«… Ya estás del mar aquí, flor sacudida,
estrella revolcada, descendida
espuma seminal de mis desvelos…»

El mar. La mar.
El mar. ¡Sólo la mar!
¿Por qué me trajiste, padre,
a la ciudad?
¿Por qué me desenterraste
del mar?
En sueños, la marejada
me tira del corazón.
Se lo quisiera llevar.
Padre, ¿por qué me trajiste
acá?

Gimiendo por ver el mar,
un marinerito en tierra
iza al aire este lamento:
¡Ay mi blusa marinera!
Siempre me la inflaba el viento
al divisar la escollera.

…Y ya estarán los esteros
rezumando azul del mar.
¡Dejadme ser, salineros,
granito del salinar!
¡Que bien, a la madrugada,
correr en las vagonetas,
llenas de nieve salada,
hacia las blancas casetas!
¡Dejo de ser marinero,
madre, por ser salinero!

Branquias quisiera tener,
porque me quiero casar.
Mi novia vive en el mar
y nunca la puedo ver.
Madruguera, plantadora,
allá en los valles salinos.
¡Novia mía, labradora
de los huertos submarinos!
¡Yo nunca te podré ver
jardinera en tus jardines
albos del amanecer!
",5,"[3, 11, 6, 10, 11]","{1: [12, 11, 12], 2: [6, 8, 8, 5, 8, 3, 9, 8, 8, 8, 1], 3: [8, 9, 9, 8, 10, 9], 4: [9, 8, 9, 7, 8, 9, 8, 9, 8, 7], 5: [8, 7, 8, 8, 8, 8, 7, 9, 7, 9, 7]}",5.226566668589752
rafael alberti,mito,"
¡jee, compañero, jee, jee!
¡un toro azul por el agua!
¡ya apenas si se le ve!

—¿quééé?
—¡un toro por el mar, jee!
",2,"[3, 2]","{1: [7, 7, 7], 2: [2, 8]}",2.321928094887362
rafael alberti,muerte y juicio,"
a un niño, a un solo niño que iba para piedra nocturna,
para ángel indiferente de una escala sin cielo...
mirad. conteneos la sangre, los ojos.
a sus pies, él mismo, sin vida.
  no aliento de farol moribundo,
ni jadeada amarillez de noche agonizante,
sino dos fósforos fijos de pesadilla eléctrica,
clavados sobre su tierra en polvo, juzgándola.
él, resplandor sin salida, lividez sin escape, yacente,
juzgándose.

tizo electrocutado, infancia mía de ceniza, a mis pies, tizo yacente.
carbunclo hueco, negro, desprendido de un ángel que iba para piedra nocturna,
para límite entre la muerte y la nada.
tú: yo: niño.
  bambolea el viento un vientre de gritos anteriores al mundo
a la sorpresa de la luz en los ojos de los reciennacidos,
al descenso de la vía láctea a las gargantas terrestres.
niño.
  una cuna de llamas de norte a sur,
de frialdad de tiza amortajada en los yelos,
a fiebre de paloma agonizando en el área de una bujía;
una cuna de llamas meciéndote las sonrisas, los llantos.
niño.
  las primeras palabras abiertas en las penumbras de los sueños sin nadie,
en el silencio rizado de las albercas o en el eco de los jardines,
devoradas por el mar y ocultas hoy en un hoyo sin viento.
muertas, como el estreno de tus pies en el cansancio frío de una escalera.
niño.
las flores, sin piernas para huir de los aires crueles,
de su espoleo continuo al corazón volante de las nieves y los pájaros,
desangradas en un aburrimiento de cartillas y pizarrines.
4 y 4 son 18. y la x, una k, una h, una j.
niño.
en un trastorno de ciudades marítimas sin escrúpulos,
de mapas confundidos y desiertos barajados,
atended a unos ojos que preguntan por los afluentes del cielo,
a una memoria extraviada entre nombres y fechas.
niño.
perdido entre ecuaciones, triángulos, fórmulas y precipitados azules,
entre el suceso de la sangre, los escombros y las coronas caídas,
cuando los cazadores de oro y el asalto a la banca,
en el rubor tardío de las azoteas
voces de ángeles te anunciaron la botadura y pérdida de tu alma.
niño.
y como descendiste al fondo de las mareas,
a las urnas donde el azogue, el plomo y el hierro pretenden ser humanos,
tener honores de vida,
a la deriva de la noche tu traje fue dejándote solo.
niño.
desnudo, sin los billetes de inocencia fugados en sus bolsillos,
derribada en tu corazón y sola su primera silla,
no creíste ni en venus, que nacía en el compás abierto de tus brazos.
ni en la escala de plumas que tiende el sueño de jacob al de julio verne.
niño.
para ir al infierno no hace falta cambiar de sitio ni postura.
",2,"[10, 45]","{1: [19, 18, 12, 10, 10, 14, 15, 15, 17, 4], 2: [24, 24, 14, 4, 19, 19, 17, 2, 12, 15, 18, 18, 2, 21, 22, 18, 24, 2, 16, 25, 19, 14, 2, 18, 16, 16, 17, 2, 24, 22, 17, 10, 23, 2, 15, 24, 8, 19, 2, 21, 18, 21, 24, 2, 20]}",7.147859300879799
rafael alberti,mujer en camisa,"
Te amo así, sentada,
con los senos cortados y clavados en el filo,
como una transparencia,
del espaldar de la butaca rosa,
con media cara en ángulo,
el cabello entubado de colores,
la camisa caída
bajo el atornillado botón saliente del ombligo,
y las piernas,
las piernas confundidas con las patas
que sostienen tu cuerpo
en apariencia dislocado,
adherido al JOURNAL que espera la lectura.
Divinamente ancha, precisa, aunque dispersa,
la belleza real
que uno quisiera componer cada noche.
",1,[16],"{1: [6, 14, 7, 11, 9, 12, 6, 15, 5, 11, 7, 8, 14, 15, 5, 12]}",4.889680181354619
rafael alberti,nocturno,"
cuando tanto se sufre sin sueño y por la sangre
se escucha que transita solamente la rabia,
que en los tuétanos tiembla despabilado el odio
y en las médulas arde continua la venganza,
las palabras entonces no sirven: son palabras.

balas. balas.

manifiestos, artículos, comentarios, discursos,
humaredas perdidas, neblinas estampadas.
¡qué dolor de papeles que ha de barrer el viento,
qué tristeza de tinta que ha de borrar el agua!

balas. balas.

ahora sufro lo pobre, lo mezquino, lo triste,
lo desgraciado y muerto que tiene una garganta
cuando desde el abismo de su idioma quisiera
gritar lo que no puede por imposible, y calla.

balas. balas.

siento esta noche heridas de muerte las palabras.
",7,"[5, 1, 4, 1, 4, 1, 1]","{1: [15, 15, 15, 15, 15], 2: [6], 3: [18, 16, 15, 14], 4: [6], 5: [15, 15, 14, 15], 6: [6], 7: [17]}",5.205107196461937
rafael alberti,oda a la noche,"
Toma y toma la llave de Roma,
porque en Roma hay una calle,
en la calle hay una casa,
en la casa hay una alcoba,
en la alcoba hay una cama,
en la cama hay una dama,
una dama enamorada,
que toma la llave,
que deja la cama,
que deja la alcoba,
que deja la casa,
que sale a la calle,
que toma una espada,
que corre en la noche
matando al que pasa,
que vuelve a su calle,
que vuelve a su casa,
que sube a su alcoba,
que se entra en su cama,
que esconde la llave,
que esconde la espada,
quedándose Roma
sin gente que pasa,
sin muerte y sin noche,
sin llave y sin dama.
",1,[25],"{1: [11, 9, 8, 9, 9, 8, 7, 6, 6, 7, 6, 7, 7, 7, 7, 7, 7, 8, 8, 7, 8, 6, 6, 7, 7]}",3.2717740985758477
rafael alberti,pastor de vientos y volcanes,"
Vuelvo a encontrar mi azul,
mi azul y el viento,
mi resplandor,
la luz indestructible
que yo siempre soñé para mi vida.
Aquí están mis rumores,
mis músicas dejadas,
mis palabras primeras mecidas de la espuma,
mi corazón naciendo antes de sus historias,
tranquilo mar, mar pura sin abismos.

Yo quisiera tal vez morir, morirme,
que es vivir más, en andas de este viento,
fortificar su azul, errante, con el hálito
de mi canción no dicha todavía.

Yo fui, yo fui el cantor de tanta transparencia,
y puedo serlo aún, aunque sangrando,
profundamente, vivamente herido,
lleno de tantos muertos que quisieran
revivir en mi voz, acompañándome.

Más no quiero morir, morir aunque lo diga,
porque no muere el mar, aunque se muera.
Mi voz, mi canto, debe acompañaros
más allá de las edades.

He venido a vosotros para hablaros y veros,
arenales y costas sin fin que no conozco,
dunas de lavas negras,
palmares combatidos, hombres solos,
abrazados de mar y de volcanes.

Subterráneo temblor, irrumpiré hacia el cielo.
Siento que va a habitarme el fuego que os habita.
",6,"[10, 4, 5, 4, 5, 2]","{1: [9, 6, 5, 7, 11, 7, 8, 15, 15, 12], 2: [12, 14, 14, 10], 3: [14, 12, 12, 10, 12], 4: [14, 13, 12, 6], 5: [17, 13, 8, 13, 10], 6: [15, 17]}",5.4767253953035056
rafael alberti,pirata,"
pirata de mar y cielo,
si no fui ya, lo seré.

si no robé la aurora de los mares,
si no la robé,
ya la robaré.

pirata de cielo y mar,
sobre un cazatorpederos,
con seis fuertes marineros,
alternos, de tres en tres.

si no robé la aurora de los cielos,
si no la robé,
ya la robaré.
",4,"[2, 3, 4, 3]","{1: [8, 7], 2: [12, 5, 5], 3: [9, 10, 9, 8], 4: [13, 5, 5]}",2.873140679513133
rafael alberti,"por encima del mar, desde la orilla americana del atlántico","
¡Si yo hubiera podido, oh Cádiz, a tu vera,
hoy, junto a ti, metido en tus raíces,
hablarte como entonces,
como cuando descalzo por tus verdes orillas
iba a tu mar robándole caracoles y algas!

Bien lo merecería, yo sé que tú lo sabes,
por haberte llevado tantos años conmigo,
por haberte cantado casi todos los días,
llamando siempre Cádiz a todo lo dichoso,
lo luminoso que me aconteciera.

Siénteme cerca, escúchame
igual que si mi nombre, si todo yo tangible,
proyectado en la cal hirviente de tus muros,
sobre tus farallones hundidos o en los huecos
de tus antiguas tumbas o en las olas te hablara.
Hoy tengo muchas cosas, muchas más que decirte.

Yo sé que lo lejano,
sí, que lo más lejano, aunque se llame
Mar de Solís o Río de la Plata,
no hace que los oídos
de tu siempre dispuesto corazón no me oigan.
Por encima del mar voy de nuevo a cantarte.
",4,"[5, 5, 6, 6]","{1: [15, 13, 9, 13, 16], 2: [14, 13, 14, 13, 11], 3: [9, 13, 15, 15, 15, 14], 4: [7, 12, 10, 7, 14, 14]}",4.96981578242681
rafael alberti,retornos del amor en la noche triste,"
Ven, amor mío, ven, en esta noche
sola y triste de Italia. Son tus hombros
fuertes y bellos los que necesito.
Son tus preciosos brazos, la largura
maciza de tus muslos y ese arranque
de pierna, esa compacta
línea que te rodea y te suspende,
dichoso mar, abierta playa mía.
¿Cómo decirte, amor, en esta noche
solitaria de Génova, escuchando
el corazón azul del oleaje,
que eres tú la que vienes por la espuma?
Bésame, amor, en esta noche triste.
Te diré las palabras que mis labios,
de tanto amor, mi amor, no se atrevieron.
Amor mío, amor mío, es tu cabeza
de oro tendido junto a mí, su ardiente
bosque largo de otoño quien me escucha.
Óyeme, que te llamo. Vida mía,
sí, vida mía, vida mía sola.
¿De quién más, de quién más si solamente
puedo ser yo quien cante a tus oídos:
vida, vida, mi vida, vida mía?
¿Qué soy sin ti, mi amor? Dime qué fuera
sin ese fuerte y dulce muro blando
que me da luz cuando me da la sombra,
sueño, cuando se escapa de mis ojos.
Yo no puedo dormir. ¡Cuántas auroras,
oscuras, braceando en las tinieblas,
sin encontrarte, amor! ¡Cuántos amargos
golpes de sal, sin ti, contra mi boca!
¿Dónde estás? ¿Dónde estás? Dime, amor mío.
¿Me escuchas? ¿No me sientes
llegar como una lágrima llamándote,
por encima del mar, en esta noche?
",1,[35],"{1: [9, 12, 11, 12, 11, 7, 11, 10, 12, 12, 8, 12, 12, 12, 14, 9, 13, 12, 9, 9, 12, 12, 10, 12, 11, 11, 12, 13, 13, 11, 10, 14, 9, 12, 12]}",5.444425243377128
rafael alberti,retornos del amor en medio del mar,"
esplendor mío, amor,
inicial de mi vida,
quiero decirte, toda tú belleza,
aquí, en medio del mar, cuando voy en tu busca,
cuando tan solo puedo compararte
con la hermosura tibia de las olas.

es tu cabeza un manantial de oro,
una lluvia de espuma dorada que me enciende
y me lleva a navegar al fondo de la noche.

es tu frente la aurora con dos arcos
por las que pasan dulces esos soles,
con que sueñan al alba los navíos.

¿qué decir de tu boca y tus orejas,
de tu cuello y tu hombros si el mar esconde conchas,
corales y jardines sumergidos, que quisieran al soplo
de las olas del sur ser como ellos?

son tus costados como dos bahías en reposo, donde al
son de tus brazos sólo cantan, el silencio de amor que las rodea.

triste es hablar, cuando se está distante,
de los golfos de sombra, de las islas
que llaman al marino que los siente
pasar, sin verlos, fuera de su vista.

amor mío, tus piernas son dos playas,
dos médanos tejidos que se eleven con un rumor de juncos si no duermen.
dame tus pies pequeños para andarte,
voy por el mar, voy sobre ti, mi vida,
para sentir todas tus riberas,

tu belleza, más bella que las olas
aquellas que en momentos se me parecen a tus
bellos ojos verdes…
",8,"[6, 3, 3, 4, 2, 4, 5, 3]","{1: [6, 6, 11, 14, 11, 12], 2: [11, 15, 15], 3: [12, 11, 11], 4: [12, 17, 19, 10], 5: [16, 19], 6: [14, 11, 10, 12], 7: [10, 22, 12, 12, 11], 8: [10, 14, 5]}",5.834600011288713
rafael alberti,retornos del ángel de sombra,"
A veces, amor mío, soy tu ángel de sombra.
Me levanto de no sé qué guaridas,
fulmíneo, entre los dientes
una espada de filos amargos, una triste
espada que tú bien, mi pobre amor, conoces.
Son los días oscuros de la furia, las horas
del despiadado despertar, queriéndote
en medio de las lágrimas subidas
del más injusto y dulce desconsuelo.
Yo sé, mi amor, de dónde esas tinieblas
vienen a mí, ciñéndote, apretándome
hasta hacerlas caer sobre tus hombros
y doblarlos, deshechos como un río.
¿Qué quieres tú, si a veces, amor mío, así soy,
cuando en las imborrables piedras pasadas, ciego,
me destrozo y batallo por romperlas,
por verte libre y sola en la luz mía?
Vencido siempre, aniquilado siempre,
vuelvo a la calma, amor, a la serena
felicidad, hasta ese oscuro instante
en que de nuevo bajo a mis guaridas
para erguirme otra vez tu ángel de sombra.
",1,[22],"{1: [13, 12, 8, 13, 15, 13, 13, 11, 11, 12, 12, 11, 12, 14, 16, 13, 12, 11, 12, 14, 12, 13]}",5.2406550750358605
rafael alberti,romance de la luna,"
La luna vino a la fragua
con su polisón de nardos.
El niño la mira mira.
El niño la está mirando.

En el aire conmovido
mueve la luna sus brazos
y enseña, lúbrica y pura,
sus senos de duro estaño.

Huye luna, luna, luna.
Si vinieran los gitanos,
harían con tu corazón
collares y anillos blancos.

Niño déjame que baile.
Cuando vengan los gitanos,
te encontrarán sobre el yunque
con los ojillos cerrados.

Huye luna, luna, luna,
que ya siento sus caballos.
Niño déjame, no pises,
mi blancor almidonado.

El jinete se acercaba
tocando el tambor del llano.
Dentro de la fragua el niño,
tiene los ojos cerrados.

Por el olivar venían,
bronce y sueño, los gitanos.
Las cabezas levantadas
y los ojos entornados.

¡Cómo canta la zumaya,
ay como canta en el árbol!
Por el cielo va la luna
con el niño de la mano.

Dentro de la fragua lloran,
dando gritos, los gitanos.
El aire la vela, vela.
el aire la está velando.
",9,"[4, 4, 4, 4, 4, 4, 4, 4, 4]","{1: [8, 9, 8, 9], 2: [8, 8, 10, 8], 3: [8, 9, 7, 9], 4: [8, 9, 10, 8], 5: [8, 9, 8, 8], 6: [8, 8, 9, 8], 7: [6, 10, 8, 8], 8: [8, 10, 8, 8], 9: [8, 10, 8, 9]}",5.043156420847769
rafael alberti,rutas,"
Por allí, por allá,
a Castilla se va.
Por allá, por allí,
a mi verde país.

Quiero ir por allí,
quiero ir por allá.
A la mar, por allí ;
a mi hogar, por allá.
",2,"[4, 4]","{1: [4, 6, 4, 5], 2: [5, 5, 7, 7]}",2.3219280948873626
rafael alberti,salinero,"
...y ya estarán los esteros
rezumando azul de mar.
¡dejadme ser, salineros,
granito del salinar!
¡qué bien, a la madrugada,
correr en las vagonetas,
llenas de nieve salada,
hacia las blancas casetas!
¡dejo de ser marinero,
madre, por ser salinero!
",1,[10],"{1: [9, 8, 9, 7, 8, 9, 8, 9, 8, 7]}",3.906890595608519
rafael alberti,seguidillas de una extranjera,"
            todos los torerillos
            que hay en sevilla
            te arrojaron, al verte,
            la monterilla.
            dinos cómo te llamas,
            flor extranjera.
            -entre los andaluces,
            la arrebolera.
            cinco rejoneadores,
            cinco perfiles,
            clavaron a la gracia
            de los toriles.
            gracia negra, de fuego,
            tras los percales,
            pintándolos de moras
            de los morales.
            ¿por qué ocultas la cara
            tras la mantilla
            y rueda por el ruedo
            tu gargantilla?
        ",1,[20],"{1: [7, 6, 8, 5, 8, 5, 9, 5, 7, 6, 7, 6, 7, 6, 7, 6, 7, 5, 7, 5]}",4.436605434317882
rafael alberti,si mi voz muriera en tierra,"
            si mi voz muriera en tierra
            llevadla al nivel del mar
            y dejadla en la ribera.
            llevadla al nivel del mar
            y nombradla capitana
            de un blanco bajel de guerra.
            ¡oh mi voz condecorada
            con la insignia marinera:
            sobre el corazón un ancla
            y sobre el ancla una estrella
            y sobre la estrella el viento
            y sobre el viento la vela!
        ",1,[12],"{1: [9, 8, 9, 8, 8, 9, 8, 9, 9, 10, 10, 9]}",4.161978179679555
rafael alberti,tres recuerdos del cielo,"
no habían cumplido años ni la rosa ni el arcángel.
todo, anterior al balido y al llanto.
cuando la luz ignoraba todavía
si el mar nacería niño o niña.
cuando el viento soñaba melenas que peinar
y claveles el fuego que encender y mejillas
y el agua unos labios parados donde beber.
todo, anterior al cuerpo, al nombre y al tiempo.
entonces yo recuerdo que, una vez, en el cielo...

paseaba con un dejo de azucena que piensa,
casi de pájaro que sabe ha de nacer.
mirándose sin verse a una luna que le hacía espejo el sueño
y a un silencio de nieve que le elevaba los pies.
a un silencio asomada.
era anterior al arpa, a la lluvia y a las palabras.
no sabía.
blanca alumna del aire,
temblaba con las estrellas, con la flor y los árboles.
su tallo, su verde talle.
con las estrellas mías
que, ignorantes de todo,
por cavar dos lagunas en sus ojos
la ahogaron en dos mares.
y recuerdo...
nada más: muerta, alejarse.

también antes,
mucho antes de la rebelión de las sombras,
de que al mundo cayeran plumas incendiadas
y un pájaro pudiera ser muerto por un lirio.
antes, antes que tú me preguntaras
el número y el sitio de mi cuerpo.
mucho antes del cuerpo.
en la época del alma.
cuando tú abriste en la frente sin corona del cielo
la primera dinastía del sueño.
cuando tú, al mirarme en la nada,
inventaste la primera palabra.
entonces, nuestro encuentro.

aún los valses del cielo no habían desposado al jazmín y la
nieve,
ni los aires pensado en la posible música de tus cabellos,
ni decretado el rey que la violeta se enterrara en un libro.
no.
era la era en que la golondrina viajaba
sin nuestras iniciales en el pico.
en que las campanillas y las enredaderas
morían sin balcones que escalar y estrellas.
la era
en que al hombro de un ave no había flor que apoyara la cabeza.
entonces, detrás de tu abanico, nuestra luna primera.
",4,"[9, 16, 13, 12]","{1: [17, 13, 11, 11, 14, 15, 14, 15, 16], 2: [14, 14, 21, 17, 8, 18, 3, 7, 18, 8, 6, 8, 10, 8, 5, 9], 3: [4, 14, 14, 15, 11, 12, 7, 7, 16, 11, 11, 11, 9], 4: [19, 2, 21, 21, 1, 13, 10, 14, 15, 2, 20, 18]}",6.211347761183061
rafael alberti,un fantasma recorre europa,"
...Y las viejas familias cierran las ventanas,
afianzan las puertas,
y el padre corre a oscuras a los Bancos
y el pulso se le para en la Bolsa
y sueña por las noches con hogueras,
con ganados ardiendo,
que en vez de trigos tiene llamas,
en vez de granos, chispas,
cajas,
cajas de hierro llenas de pavesas.
¿Dónde estás,
dónde estás?
Los campesinos pasan pisando nuestra sangre.
¿Qué es esto?

-Cerremos,
cerremos pronto las fronteras.
Vedlo avanzar de prisa en el viento del Este,
de las estepas rojas del hambre.
Que su voz no la oigan los obreros,
que su silbido no penetre en las fábricas,
que no divisen su hoz alzada los hombres de los campos.
¡Detenedle!
Porque salta los mares
recorriendo toda la geografía,
porque se esconde en las bodegas de los barcos
y habla a los fogoneros
y los saca tiznados a cubierta,
y hace que el odio y la miseria se subleven
y se levanten las tripulaciones.
¡Cerrad,
cerrad las cárceles!
Su voz se estrellará contra los muros.
¿Qué es esto?

-Pero nosotros lo seguimos,
lo hacemos descender del viento Este que lo trae,
le preguntamos por las estepas rojas de la paz y del triunfo,
lo sentamos a la mesa del campesino pobre,
presentándolo al dueño de la fábrica,
haciéndolo presidir las huelgas y manifestaciones,
hablar con los soldados y los marineros,
ver en las oficinas a los pequeños empleados
y alzar el puño a gritos en los Parlamentos del oro y de la sangre.

Un fantasma recorre Europa,
el mundo.
Nosotros le llamamos camarada.
",4,"[14, 19, 9, 3]","{1: [14, 6, 14, 12, 12, 7, 11, 9, 3, 11, 5, 5, 14, 4], 2: [5, 10, 14, 10, 11, 15, 18, 4, 7, 10, 15, 9, 10, 15, 11, 3, 7, 12, 4], 3: [11, 15, 19, 14, 13, 17, 14, 14, 22], 4: [10, 3, 11]}",6.0154853571625475
rafael alberti,"ven, mi amor, en la tarde","
Ven, mi amor, en la tarde de Aniene
y siéntate conmigo a ver el viento.
Aunque no estés, mi solo pensamiento
es ver contigo el viento que va y viene.

Tú no te vas, porque mi amor te tiene.
Yo no me iré, pues junto a ti me siento
más vida de mi sangre, más tu aliento,
más luz del corazón que me sostiene.

Tú no te irás, mi amor, aunque lo quieras.
Tú no te irás, mi amor, y si te fueras,
aún yéndote, mi amor, jamás te irías.

Es tuya mi canción, en ella estoy.
Y en ese viento que va y viene voy,
y en ese viento siempre me verías.
",4,"[4, 4, 3, 3]","{1: [11, 12, 13, 13], 2: [12, 12, 11, 11], 3: [14, 14, 12], 4: [12, 12, 11]}",2.9339545780481746
rafael alberti,ángeles colegiales,"
inguno comprendíamos el secreto nocturno de las pizarras
ni por qué la esfera armilar se exaltaba tan sola cuando la mirábamos.
Sólo sabíamos que una circunferencia puede no ser redonda
y que un eclipse de luna equivoca a las flores
y adelanta el reloj de los pájaros.

Ninguno comprendíamos nada:
ni por qué nuestros dedos eran de tinta china
y la tarde cerraba compases para al alba abrir libros.
Sólo sabíamos que una recta, si quiere, puede ser curva o quebrada
y que las estrellas errantes son niños que ignoran la aritmética.
",2,"[5, 5]","{1: [17, 25, 19, 15, 13], 2: [8, 13, 19, 21, 20]}",4.7004397181410935
vicente aleixandre,"a ti, viva","
        Cuando contemplo tu cuerpo extendido
        como un río que nunca acaba de pasar,
        como un claro espejo donde cantan las aves,
        donde es un gozo sentir el día cómo amanece.

        Cuando miro a tus ojos, profunda muerte o vida
        que me llama,
        canción de un fondo que sólo sospecho;
        cuando veo tu forma, tu frente serena,
        piedra luciente en que mis besos destellan,
        como esas rocas que reflejan un sol que nunca se hunde.

        Cuando acerco mis labios a esa música incierta,
        a ese rumor de los siempre juvenil,
        del ardor de la tierra que canta entre lo verde,
        cuerpo que húmedo siempre resbalaría
        como un amor feliz que escapa y vuelve... Siento el mundo rodar bajo mis pies,
        rodar ligero con siempre capacidad de estrella,
        con esa alegre generosidad del lucero
        que ni siquiera pide un mar en que doblarse.
        Todo es sorpresa. El mundo destellando
        siente que un mar de pronto está desnudo, trémulo,
        que es ese pecho enfebrecido y ávido
        que sólo pide el brillo de la luz.
        La creación riela. La dicha sosegada
        transcurre como un placer que nunca llega al colmo,
        como esa rápida ascensión del amor
        donde el viento se ciñe a las frentes más ciegas.
        Mirar tu cuerpo sin más luz que la tuya,
        que esa cercana música que concierta a las aves,
        a las aguas, al bosque, a ese ligado latido
        de este mundo absoluto que siento ahora en los labios.
    ",3,"[4, 6, 20]","{1: [12, 12, 15, 15], 2: [16, 4, 12, 11, 13, 17], 3: [15, 12, 15, 12, 25, 16, 13, 14, 13, 16, 13, 12, 12, 16, 11, 16, 12, 16, 15, 19]}",5.867772846491977
vicente aleixandre,acaba,"
        En volandas,
        como si no existiera el avispero,
        aquí me tienes con los ojos desnudos,
        ignorando las piedras que lastiman,
        ignorando la misma suavidad de la muerte.

        ¿Te acuerdas? He vivido dos siglos, dos minutos,
        sobre un pecho latiente,
        he visto golondrinas de plomo triste anidadas en ojos
        y una mejilla rota por una letra.
        La soledad de lo inmenso mientras media la capacidad de una gota.

        Hecho pura memoria,
        hecho aliento de pájaro,
        he volado sobre los amaneceres espinosos,
        sobre lo que no puede tocarse con las manos.

        Un gris, un polvo gris parado impediría siempre el beso sobre la tierra,
        sobre la única desnudez que yo amo,
        y de mi tos caída como una pieza
        no se esperaría un latido, sino un adiós yacente.

        Lo yacente no sabe.
        Se pueden tener brazos abandonados.
        Se pueden tener unos oídos pálidos
        que no se apliquen a la corteza ya muda.
        Se puede aplicar la boca a lo irremediable.
        Se puede sollozar sobre el mundo ignorante.

        Como una nube silenciosa yo me elevaré de mí mismo.
        Escúchame. Soy la avispa imprevista.
        Soy esa elevación a lo alto
        que como un ojo herido
        se va a clavar en el azul indefenso.
        Soy esa previsión triste de no ignorar todas las venas,
        de saber cuándo, cuándo la sangre pasa por el corazón
        y cuándo la sonrisa se entreabre estriada.

        Todos los aires azules...
        No.
        Todos los aguijones dulces que salen de las manos,
        todo ese afán de cerrar párpados, de echar oscuridad o sueño,
        de soplar un olvido sobre las frentes cargadas,
        de convertirlo todo en un lienzo sin sonido,

        me transforma en la pura brisa de la hora,
        en ese rostro azul que no piensa,
        en la sonrisa de la piedra,
        en el agua que junta los brazos mudamente.
        En ese instante último en que todo lo uniforme pronuncia la palabra:
        ACABA.
    ",8,"[5, 5, 4, 4, 6, 8, 6, 6]","{1: [5, 11, 11, 11, 14], 2: [17, 8, 17, 11, 22], 3: [7, 8, 16, 15], 4: [23, 11, 11, 16], 5: [7, 12, 11, 13, 14, 15], 6: [18, 12, 9, 8, 12, 18, 17, 14], 7: [8, 1, 16, 20, 16, 15], 8: [14, 9, 9, 13, 23, 2]}",6.3044848622699075
vicente aleixandre,adolescencia,"
            vinieras y te fueras dulcemente,
            de otro camino
            a otro camino. verte,
            y ya otra vez no verte.
            pasar por un puente a otro puente.
            -el pie breve,
            la luz vencida alegre-.

            muchacho que sería yo mirando
            aguas abajo la corriente,
            y en el espejo tu pasaje
            fluir, desvanecerse.
        ",2,"[7, 4]","{1: [11, 4, 6, 7, 10, 5, 8], 2: [10, 7, 10, 7]}",3.521640636343318
